id,roll_no,mentor,trigger,playbook,approved_by_mentor,created_at,followup_at,status,outcome
IV00873,22ECE20078,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-29,2025-10-20,closed,worsened
IV00874,23CSE0095,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-11,2025-09-01,closed,unreachable
IV00875,23MEC0114,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-11-10,2025-12-01,closed,improved
IV00876,23ECE20041,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-01,2025-09-22,closed,improved
IV00877,22MET0015,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,unchanged
IV00878,22MET0111,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,improved
IV00879,21ECE20103,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-29,2025-10-20,closed,improved
IV00880,23AER0053,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-11-24,2025-12-15,closed,improved
IV00881,22EEE0053,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,unchanged
IV00882,22CIV0053,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,worsened
IV00883,21IT0062,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,unreachable
IV00884,21CSE0093,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,unreachable
IV00885,23AER0047,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-20,2025-11-10,closed,improved
IV00886,23EEE0035,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-09-15,2025-10-06,closed,improved
IV00887,21MEC0116,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-29,2025-10-20,closed,worsened
IV00888,22ECE20096,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-25,2025-09-15,closed,improved
IV00889,21ECE20088,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-15,2025-10-06,closed,unchanged
IV00890,23MEC20025,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-03,2025-11-24,closed,improved
IV00891,23CSE20007,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,unchanged
IV00892,23MEC20058,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-24,2025-12-15,closed,unchanged
IV00893,21CSE0028,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,improved
IV00894,22EEE0090,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-10-27,2025-11-17,closed,improved
IV00895,22MEC0041,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-03,2025-11-24,closed,improved
IV00896,23CSE0079,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,worsened
IV00897,21MEC20064,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-29,2025-10-20,closed,improved
IV00898,21CSE20048,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,improved
IV00899,21AER0031,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-10-06,2025-10-27,closed,improved
IV00900,21MEC20030,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,improved
